Team Name,roster_person_fullName,roster_person_id,_Null_,active,alternateCaptain,birthCity,birthCountry,birthDate,birthStateProvince,captain,currentAge,currentTeam_id,currentTeam_link,currentTeam_name,firstName,fullName,height,id,lastName,link,nationality,primaryNumber,primaryPosition_abbreviation,primaryPosition_code,primaryPosition_name,primaryPosition_type,rookie,rosterStatus,shootsCatches,weight
Nashville Predators,Ryan Ellis,8475176,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Hamilton,CAN,1991-01-03,ON,0,29,18,/api/v1/teams/18,Nashville Predators,Ryan,Ryan Ellis,"5' 10""",8475176,Ellis,/api/v1/people/8475176,CAN,4,D,D,Defenseman,Defenseman,0,I,R,180
Nashville Predators,Ryan Johansen,8475793,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Vancouver,CAN,1992-07-31,BC,0,27,18,/api/v1/teams/18,Nashville Predators,Ryan,Ryan Johansen,"6' 3""",8475793,Johansen,/api/v1/people/8475793,CAN,92,C,C,Center,Forward,0,Y,R,218
Nashville Predators,Viktor Arvidsson,8478042,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Skellefteå,SWE,1993-04-08,"",0,26,18,/api/v1/teams/18,Nashville Predators,Viktor,Viktor Arvidsson,"5' 9""",8478042,Arvidsson,/api/v1/people/8478042,SWE,33,RW,R,Right Wing,Forward,0,Y,R,180
Nashville Predators,Yannick Weber,8474134,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Morges,CHE,1988-09-23,"",0,31,18,/api/v1/teams/18,Nashville Predators,Yannick,Yannick Weber,"5' 11""",8474134,Weber,/api/v1/people/8474134,CHE,7,D,D,Defenseman,Defenseman,0,Y,R,200
New Jersey Devils,Andy Greene,8472382,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Trenton,USA,1982-10-30,MI,1,37,1,/api/v1/teams/1,New Jersey Devils,Andy,Andy Greene,"5' 11""",8472382,Greene,/api/v1/people/8472382,USA,6,D,D,Defenseman,Defenseman,0,Y,L,190
New Jersey Devils,Blake Coleman,8476399,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Plano,USA,1991-11-28,TX,0,28,1,/api/v1/teams/1,New Jersey Devils,Blake,Blake Coleman,"5' 11""",8476399,Coleman,/api/v1/people/8476399,USA,20,C,C,Center,Forward,0,Y,L,200
New Jersey Devils,Colton White,8478841,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,London,CAN,1997-05-03,ON,0,22,1,/api/v1/teams/1,New Jersey Devils,Colton,Colton White,"6' 1""",8478841,White,/api/v1/people/8478841,CAN,2,D,D,Defenseman,Defenseman,1,Y,L,185
New Jersey Devils,Connor Carrick,8476941,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Orland Park,USA,1994-04-13,IL,0,25,1,/api/v1/teams/1,New Jersey Devils,Connor,Connor Carrick,"5' 11""",8476941,Carrick,/api/v1/people/8476941,USA,5,D,D,Defenseman,Defenseman,0,Y,R,192
New Jersey Devils,Damon Severson,8476923,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Melville,CAN,1994-08-07,SK,0,25,1,/api/v1/teams/1,New Jersey Devils,Damon,Damon Severson,"6' 2""",8476923,Severson,/api/v1/people/8476923,CAN,28,D,D,Defenseman,Defenseman,0,Y,R,205
New Jersey Devils,Jack Hughes,8481559,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Orlando,USA,2001-05-14,FL,0,18,1,/api/v1/teams/1,New Jersey Devils,Jack,Jack Hughes,"5' 11""",8481559,Hughes,/api/v1/people/8481559,USA,86,C,C,Center,Forward,1,Y,L,170
New Jersey Devils,Jesper Bratt,8479407,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Stockholm,SWE,1998-07-30,"",0,21,1,/api/v1/teams/1,New Jersey Devils,Jesper,Jesper Bratt,"5' 10""",8479407,Bratt,/api/v1/people/8479407,SWE,63,LW,L,Left Wing,Forward,0,Y,L,175
New Jersey Devils,Joey Anderson,8479315,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Roseville,USA,1998-06-19,MN,0,21,1,/api/v1/teams/1,New Jersey Devils,Joey,Joey Anderson,"5' 11""",8479315,Anderson,/api/v1/people/8479315,USA,14,RW,R,Right Wing,Forward,0,Y,R,190
New Jersey Devils,John Hayden,8477401,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Chicago,USA,1995-02-14,IL,0,25,1,/api/v1/teams/1,New Jersey Devils,John,John Hayden,"6' 3""",8477401,Hayden,/api/v1/people/8477401,USA,15,C,C,Center,Forward,0,Y,R,215
New Jersey Devils,Kevin Rooney,8479291,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Canton,USA,1993-05-21,MA,0,26,1,/api/v1/teams/1,New Jersey Devils,Kevin,Kevin Rooney,"6' 2""",8479291,Rooney,/api/v1/people/8479291,USA,16,C,C,Center,Forward,0,Y,L,190
New Jersey Devils,Kyle Palmieri,8475151,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Smithtown,USA,1991-02-01,NY,0,29,1,/api/v1/teams/1,New Jersey Devils,Kyle,Kyle Palmieri,"5' 11""",8475151,Palmieri,/api/v1/people/8475151,USA,21,RW,R,Right Wing,Forward,0,Y,R,185
New Jersey Devils,Louis Domingue,8475839,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,St-Hyacinthe,CAN,1992-03-06,QC,0,27,1,/api/v1/teams/1,New Jersey Devils,Louis,Louis Domingue,"6' 3""",8475839,Domingue,/api/v1/people/8475839,CAN,70,G,G,Goalie,Goalie,0,Y,R,208
New Jersey Devils,Mackenzie Blackwood,8478406,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Thunder Bay,CAN,1996-12-09,ON,0,23,1,/api/v1/teams/1,New Jersey Devils,Mackenzie,Mackenzie Blackwood,"6' 4""",8478406,Blackwood,/api/v1/people/8478406,CAN,29,G,G,Goalie,Goalie,1,Y,L,225
New Jersey Devils,Miles Wood,8477425,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Buffalo,USA,1995-09-13,NY,0,24,1,/api/v1/teams/1,New Jersey Devils,Miles,Miles Wood,"6' 2""",8477425,Wood,/api/v1/people/8477425,USA,44,LW,L,Left Wing,Forward,0,Y,L,195
New Jersey Devils,Mirco Mueller,8477509,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Winterthur,CHE,1995-03-21,"",0,24,1,/api/v1/teams/1,New Jersey Devils,Mirco,Mirco Mueller,"6' 3""",8477509,Mueller,/api/v1/people/8477509,CHE,25,D,D,Defenseman,Defenseman,0,Y,L,210
New Jersey Devils,Nicholas Merkley,8478447,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Calgary,CAN,1997-05-23,AB,0,22,1,/api/v1/teams/1,New Jersey Devils,Nicholas,Nicholas Merkley,"5' 10""",8478447,Merkley,/api/v1/people/8478447,CAN,39,RW,R,Right Wing,Forward,1,Y,L,194
New Jersey Devils,Nico Hischier,8480002,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Brig,CHE,1999-01-04,"",0,21,1,/api/v1/teams/1,New Jersey Devils,Nico,Nico Hischier,"6' 1""",8480002,Hischier,/api/v1/people/8480002,CHE,13,C,C,Center,Forward,0,Y,L,175
New Jersey Devils,Nikita Gusev,8477038,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Moscow,RUS,1992-07-08,"",0,27,1,/api/v1/teams/1,New Jersey Devils,Nikita,Nikita Gusev,"5' 9""",8477038,Gusev,/api/v1/people/8477038,RUS,97,LW,L,Left Wing,Forward,0,Y,R,163
New Jersey Devils,P.K. Subban,8474056,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Toronto,CAN,1989-05-13,ON,0,30,1,/api/v1/teams/1,New Jersey Devils,P.K.,P.K. Subban,"6' 0""",8474056,Subban,/api/v1/people/8474056,CAN,76,D,D,Defenseman,Defenseman,0,Y,R,210
New Jersey Devils,Pavel Zacha,8478401,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Brno,CZE,1997-04-06,"",0,22,1,/api/v1/teams/1,New Jersey Devils,Pavel,Pavel Zacha,"6' 3""",8478401,Zacha,/api/v1/people/8478401,CZE,37,C,C,Center,Forward,0,Y,L,210
New Jersey Devils,Sami Vatanen,8475222,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Jyväskylä,FIN,1991-06-03,"",0,28,1,/api/v1/teams/1,New Jersey Devils,Sami,Sami Vatanen,"5' 10""",8475222,Vatanen,/api/v1/people/8475222,FIN,45,D,D,Defenseman,Defenseman,0,I,R,185
New Jersey Devils,Travis Zajac,8471233,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Winnipeg,CAN,1985-05-13,MB,0,34,1,/api/v1/teams/1,New Jersey Devils,Travis,Travis Zajac,"6' 2""",8471233,Zajac,/api/v1/people/8471233,CAN,19,C,C,Center,Forward,0,Y,R,185
New Jersey Devils,Wayne Simmonds,8474190,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Scarborough,CAN,1988-08-26,ON,0,31,1,/api/v1/teams/1,New Jersey Devils,Wayne,Wayne Simmonds,"6' 2""",8474190,Simmonds,/api/v1/people/8474190,CAN,17,RW,R,Right Wing,Forward,0,Y,R,185
New Jersey Devils,Will Butcher,8477355,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Sun Prairie,USA,1995-01-06,WI,0,25,1,/api/v1/teams/1,New Jersey Devils,Will,Will Butcher,"5' 10""",8477355,Butcher,/api/v1/people/8477355,USA,8,D,D,Defenseman,Defenseman,0,Y,L,190
New York Islanders,Adam Pelech,8476917,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Toronto,CAN,1994-08-16,ON,0,25,2,/api/v1/teams/2,New York Islanders,Adam,Adam Pelech,"6' 3""",8476917,Pelech,/api/v1/people/8476917,CAN,3,D,D,Defenseman,Defenseman,0,Y,L,218
New York Islanders,Anders Lee,8475314,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Edina,USA,1990-07-03,MN,1,29,2,/api/v1/teams/2,New York Islanders,Anders,Anders Lee,"6' 3""",8475314,Lee,/api/v1/people/8475314,USA,27,LW,L,Left Wing,Forward,0,Y,L,231
New York Islanders,Anthony Beauvillier,8478463,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Sorel-Tracy,CAN,1997-06-08,QC,0,22,2,/api/v1/teams/2,New York Islanders,Anthony,Anthony Beauvillier,"5' 11""",8478463,Beauvillier,/api/v1/people/8478463,CAN,18,LW,L,Left Wing,Forward,0,Y,L,182
New York Islanders,Brock Nelson,8475754,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Warroad,USA,1991-10-15,MN,0,28,2,/api/v1/teams/2,New York Islanders,Brock,Brock Nelson,"6' 3""",8475754,Nelson,/api/v1/people/8475754,USA,29,C,C,Center,Forward,0,Y,L,212
New York Islanders,Cal Clutterbuck,8473504,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Welland,CAN,1987-11-18,ON,0,32,2,/api/v1/teams/2,New York Islanders,Cal,Cal Clutterbuck,"5' 11""",8473504,Clutterbuck,/api/v1/people/8473504,CAN,15,RW,R,Right Wing,Forward,0,I,R,216
New York Islanders,Casey Cizikas,8475231,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Toronto,CAN,1991-02-27,ON,0,28,2,/api/v1/teams/2,New York Islanders,Casey,Casey Cizikas,"5' 11""",8475231,Cizikas,/api/v1/people/8475231,CAN,53,C,C,Center,Forward,0,I,L,195
New York Islanders,Cole Bardreau,8478367,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Fairport,USA,1993-07-22,NY,0,26,2,/api/v1/teams/2,New York Islanders,Cole,Cole Bardreau,"5' 10""",8478367,Bardreau,/api/v1/people/8478367,USA,34,C,C,Center,Forward,0,Y,R,185
New York Islanders,Derick Brassard,8473544,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Hull,CAN,1987-09-22,QC,0,32,2,/api/v1/teams/2,New York Islanders,Derick,Derick Brassard,"6' 1""",8473544,Brassard,/api/v1/people/8473544,CAN,10,C,C,Center,Forward,0,Y,L,202
New York Islanders,Devon Toews,8478038,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Abbotsford,CAN,1994-02-21,BC,0,25,2,/api/v1/teams/2,New York Islanders,Devon,Devon Toews,"6' 1""",8478038,Toews,/api/v1/people/8478038,CAN,25,D,D,Defenseman,Defenseman,0,Y,L,191
New York Islanders,Johnny Boychuk,8470187,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Edmonton,CAN,1984-01-19,AB,0,36,2,/api/v1/teams/2,New York Islanders,Johnny,Johnny Boychuk,"6' 2""",8470187,Boychuk,/api/v1/people/8470187,CAN,55,D,D,Defenseman,Defenseman,0,Y,R,227
New York Islanders,Jordan Eberle,8474586,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Regina,CAN,1990-05-15,SK,0,29,2,/api/v1/teams/2,New York Islanders,Jordan,Jordan Eberle,"5' 11""",8474586,Eberle,/api/v1/people/8474586,CAN,7,RW,R,Right Wing,Forward,0,Y,R,187
New York Islanders,Josh Bailey,8474573,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Bowmanville,CAN,1989-10-02,ON,0,30,2,/api/v1/teams/2,New York Islanders,Josh,Josh Bailey,"6' 1""",8474573,Bailey,/api/v1/people/8474573,CAN,12,RW,R,Right Wing,Forward,0,Y,L,200
New York Islanders,Kieffer Bellows,8479356,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Edina,USA,1998-06-10,MN,0,21,2,/api/v1/teams/2,New York Islanders,Kieffer,Kieffer Bellows,"6' 1""",8479356,Bellows,/api/v1/people/8479356,USA,20,LW,L,Left Wing,Forward,1,Y,L,195
New York Islanders,Leo Komarov,8473463,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Narva,EST,1987-01-23,"",0,33,2,/api/v1/teams/2,New York Islanders,Leo,Leo Komarov,"5' 11""",8473463,Komarov,/api/v1/people/8473463,FIN,47,RW,R,Right Wing,Forward,0,Y,L,209
New York Islanders,Mathew Barzal,8478445,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Coquitlam,CAN,1997-05-26,BC,0,22,2,/api/v1/teams/2,New York Islanders,Mathew,Mathew Barzal,"6' 0""",8478445,Barzal,/api/v1/people/8478445,CAN,13,C,C,Center,Forward,0,Y,R,187
New York Islanders,Matt Martin,8474709,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Windsor,CAN,1989-05-08,ON,0,30,2,/api/v1/teams/2,New York Islanders,Matt,Matt Martin,"6' 3""",8474709,Martin,/api/v1/people/8474709,CAN,17,LW,L,Left Wing,Forward,0,Y,L,220
New York Islanders,Michael Dal Colle,8477936,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Woodbridge,CAN,1996-06-20,ON,0,23,2,/api/v1/teams/2,New York Islanders,Michael,Michael Dal Colle,"6' 3""",8477936,Dal Colle,/api/v1/people/8477936,CAN,28,LW,L,Left Wing,Forward,0,Y,L,204
New York Islanders,Nick Leddy,8475181,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Eden Prairie,USA,1991-03-20,MN,0,28,2,/api/v1/teams/2,New York Islanders,Nick,Nick Leddy,"6' 0""",8475181,Leddy,/api/v1/people/8475181,USA,2,D,D,Defenseman,Defenseman,0,Y,L,207
New York Islanders,Noah Dobson,8480865,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Summerside,CAN,2000-01-07,PE,0,20,2,/api/v1/teams/2,New York Islanders,Noah,Noah Dobson,"6' 4""",8480865,Dobson,/api/v1/people/8480865,CAN,8,D,D,Defenseman,Defenseman,1,Y,R,184
New York Islanders,Ross Johnston,8477527,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Charlottetown,CAN,1994-02-18,PE,0,25,2,/api/v1/teams/2,New York Islanders,Ross,Ross Johnston,"6' 5""",8477527,Johnston,/api/v1/people/8477527,CAN,32,LW,L,Left Wing,Forward,0,Y,L,235
New York Islanders,Ryan Pulock,8477506,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Dauphin,CAN,1994-10-06,MB,0,25,2,/api/v1/teams/2,New York Islanders,Ryan,Ryan Pulock,"6' 2""",8477506,Pulock,/api/v1/people/8477506,CAN,6,D,D,Defenseman,Defenseman,0,Y,R,217
New York Islanders,Scott Mayfield,8476429,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,St. Louis,USA,1992-10-14,MO,0,27,2,/api/v1/teams/2,New York Islanders,Scott,Scott Mayfield,"6' 5""",8476429,Mayfield,/api/v1/people/8476429,USA,24,D,D,Defenseman,Defenseman,0,Y,R,223
New York Islanders,Sebastian Aho,8480222,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Umea,SWE,1996-02-17,"",0,23,2,/api/v1/teams/2,New York Islanders,Sebastian,Sebastian Aho,"5' 11""",8480222,Aho,/api/v1/people/8480222,SWE,44,D,D,Defenseman,Defenseman,1,Y,L,177
New York Islanders,Semyon Varlamov,8473575,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Samara,RUS,1988-04-27,"",0,31,2,/api/v1/teams/2,New York Islanders,Semyon,Semyon Varlamov,"6' 2""",8473575,Varlamov,/api/v1/people/8473575,RUS,40,G,G,Goalie,Goalie,0,Y,L,205
New York Islanders,Thomas Greiss,8471306,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Fussen,DEU,1986-01-29,"",0,34,2,/api/v1/teams/2,New York Islanders,Thomas,Thomas Greiss,"6' 2""",8471306,Greiss,/api/v1/people/8471306,DEU,1,G,G,Goalie,Goalie,0,Y,L,232
New York Islanders,Tom Kuhnhackl,8475832,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Landshut,DEU,1992-01-21,"",0,28,2,/api/v1/teams/2,New York Islanders,Tom,Tom Kuhnhackl,"6' 2""",8475832,Kuhnhackl,/api/v1/people/8475832,DEU,14,RW,R,Right Wing,Forward,0,Y,L,196
New York Rangers,Adam Fox,8479323,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Jericho,USA,1998-02-17,NY,0,21,3,/api/v1/teams/3,New York Rangers,Adam,Adam Fox,"5' 11""",8479323,Fox,/api/v1/people/8479323,USA,23,D,D,Defenseman,Defenseman,1,Y,R,181
New York Rangers,Alexandar Georgiev,8480382,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Ruse,BGR,1996-02-10,"",0,24,3,/api/v1/teams/3,New York Rangers,Alexandar,Alexandar Georgiev,"6' 1""",8480382,Georgiev,/api/v1/people/8480382,RUS,40,G,G,Goalie,Goalie,0,Y,L,178
New York Rangers,Artemi Panarin,8478550,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Korkino,RUS,1991-10-30,"",0,28,3,/api/v1/teams/3,New York Rangers,Artemi,Artemi Panarin,"5' 11""",8478550,Panarin,/api/v1/people/8478550,RUS,10,LW,L,Left Wing,Forward,0,Y,R,170
New York Rangers,Brady Skjei,8476869,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Lakeville,USA,1994-03-26,MN,0,25,3,/api/v1/teams/3,New York Rangers,Brady,Brady Skjei,"6' 3""",8476869,Skjei,/api/v1/people/8476869,USA,76,D,D,Defenseman,Defenseman,0,Y,L,210
New York Rangers,Brendan Lemieux,8477962,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Denver,USA,1996-03-15,CO,0,23,3,/api/v1/teams/3,New York Rangers,Brendan,Brendan Lemieux,"6' 1""",8477962,Lemieux,/api/v1/people/8477962,USA,48,LW,L,Left Wing,Forward,0,Y,L,213
New York Rangers,Brendan Smith,8474090,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Mimico,CAN,1989-02-08,ON,0,31,3,/api/v1/teams/3,New York Rangers,Brendan,Brendan Smith,"6' 2""",8474090,Smith,/api/v1/people/8474090,CAN,42,D,D,Defenseman,Defenseman,0,Y,L,200
New York Rangers,Brett Howden,8479353,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Calgary,CAN,1998-03-29,AB,0,21,3,/api/v1/teams/3,New York Rangers,Brett,Brett Howden,"6' 3""",8479353,Howden,/api/v1/people/8479353,CAN,21,C,C,Center,Forward,0,Y,L,197
New York Rangers,Chris Kreider,8475184,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,1,Boxford,USA,1991-04-30,MA,0,28,3,/api/v1/teams/3,New York Rangers,Chris,Chris Kreider,"6' 3""",8475184,Kreider,/api/v1/people/8475184,USA,20,LW,L,Left Wing,Forward,0,Y,L,217
New York Rangers,Filip Chytil,8480078,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Kromeriz,CZE,1999-09-05,"",0,20,3,/api/v1/teams/3,New York Rangers,Filip,Filip Chytil,"6' 2""",8480078,Chytil,/api/v1/people/8480078,CZE,72,C,C,Center,Forward,0,Y,L,206
New York Rangers,Greg McKegg,8475735,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,St. Thomas,CAN,1992-06-17,ON,0,27,3,/api/v1/teams/3,New York Rangers,Greg,Greg McKegg,"6' 0""",8475735,McKegg,/api/v1/people/8475735,CAN,14,C,C,Center,Forward,0,Y,L,192
New York Rangers,Henrik Lundqvist,8468685,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Are,SWE,1982-03-02,"",0,37,3,/api/v1/teams/3,New York Rangers,Henrik,Henrik Lundqvist,"6' 1""",8468685,Lundqvist,/api/v1/people/8468685,SWE,30,G,G,Goalie,Goalie,0,Y,L,182
New York Rangers,Igor Shesterkin,8478048,NHL and the NHL Shield are registered trademarks of the National Hockey League. NHL and NHL team marks are the property of the NHL and its teams. © NHL 2020. All Rights Reserved.,1,0,Moscow,RUS,1995-12-30,"",0,24,3,/api/v1/teams/3,New York Rangers,Igor,Igor Shesterkin,"6' 2""",8478048,Shesterkin,/api/v1/people/8478048,RUS,31,G,G,Goalie,Goalie,1,Y,L,182
